t_s,j22,j23,j24,j25,j26,j27,j28,j12
48.140023,-0.286603,-0.104095,0.368359,-0.995026,0.410556,0.000000,0.000000,-0.252732
48.160363,-0.278777,-0.102525,0.368994,-0.997183,0.410592,0.000000,0.000000,-0.260419
48.180035,-0.272114,-0.101027,0.371008,-0.997615,0.410616,0.000000,0.000000,-0.267851
48.200244,-0.265127,-0.099517,0.374255,-0.997459,0.410627,0.000000,0.000000,-0.275753
48.220021,-0.257733,-0.097935,0.378306,-0.996884,0.410663,0.000000,0.000000,-0.284029
48.240025,-0.248984,-0.096137,0.382141,-0.996824,0.410699,0.000000,0.000000,-0.290966
48.260023,-0.240428,-0.094040,0.388481,-0.996728,0.410711,0.000000,0.000000,-0.297180
48.280098,-0.233597,-0.091823,0.390997,-0.996452,0.410795,0.000000,0.000000,-0.302590
48.300020,-0.226849,-0.088911,0.394485,-0.996189,0.410927,0.000000,0.000000,-0.308616
48.320020,-0.220066,-0.086023,0.396942,-0.996368,0.410975,0.000000,0.000000,-0.314495
48.340022,-0.212804,-0.083194,0.397697,-0.996608,0.411131,0.000000,0.000000,-0.320870
48.360023,-0.205266,-0.081109,0.397625,-0.996692,0.411706,0.000000,0.000000,-0.327954
48.380023,-0.198806,-0.079407,0.397241,-0.996488,0.412833,0.000000,0.000000,-0.335695
48.400018,-0.193569,-0.077814,0.397109,-0.996285,0.413432,0.000000,0.000000,-0.343301
48.420017,-0.188272,-0.076531,0.397349,-0.996404,0.413887,0.000000,0.000000,-0.350024
48.440020,-0.183203,-0.075573,0.397685,-0.996548,0.414642,0.000000,0.000000,-0.355863
48.460022,-0.177414,-0.074770,0.399482,-0.996800,0.414678,0.000000,0.000000,-0.361581
48.480399,-0.171566,-0.074015,0.402742,-0.996884,0.414786,0.000000,0.000000,-0.367420
48.500226,-0.166089,-0.073200,0.408854,-0.996872,0.414798,0.000000,0.000000,-0.373862
48.520111,-0.161152,-0.072421,0.417123,-0.996716,0.414786,0.000000,0.000000,-0.380624
48.540113,-0.156730,-0.071582,0.426626,-0.996596,0.414786,0.000000,0.000000,-0.387548
48.560330,-0.153134,-0.070863,0.437748,-0.996572,0.414762,0.000000,0.000000,-0.394592
48.580158,-0.149875,-0.070228,0.447347,-0.996776,0.414738,0.000000,0.000000,-0.401020
48.600117,-0.146447,-0.069652,0.458325,-0.996944,0.414702,0.000000,0.000000,-0.406712
48.620023,-0.142720,-0.068933,0.467636,-0.996944,0.414654,0.000000,0.000000,-0.412015
48.640029,-0.138586,-0.068106,0.475187,-0.996944,0.414630,0.000000,0.000000,-0.417439
48.660082,-0.134283,-0.067411,0.477092,-0.996944,0.414618,0.000000,0.000000,-0.422447
48.680022,-0.130077,-0.066740,0.475930,-0.996992,0.414642,0.000000,0.000000,-0.428166
48.700016,-0.126637,-0.066345,0.474995,-0.996740,0.414642,0.000000,0.000000,-0.434005
48.720020,-0.123725,-0.065817,0.474851,-0.996057,0.414618,0.000000,0.000000,-0.439977
48.740017,-0.121256,-0.065230,0.474779,-0.995326,0.414630,0.000000,0.000000,-0.445789
48.760020,-0.119135,-0.064751,0.474623,-0.995230,0.414618,0.000000,0.000000,-0.451293
48.780023,-0.117206,-0.064559,0.474336,-0.995494,0.414618,0.000000,0.000000,-0.455445
48.800016,-0.115420,-0.064451,0.474503,-0.995685,0.414594,0.000000,0.000000,-0.459181
48.820017,-0.113838,-0.064152,0.474527,-0.995745,0.414558,0.000000,0.000000,-0.462114
48.840017,-0.112580,-0.063936,0.474348,-0.995781,0.414450,0.000000,0.000000,-0.464310
48.860270,-0.111405,-0.063852,0.474312,-0.995781,0.414379,0.000000,0.000000,-0.466306
48.880026,-0.110147,-0.063708,0.474204,-0.995781,0.414343,0.000000,0.000000,-0.467792
48.900230,-0.108889,-0.063612,0.472586,-0.995721,0.414355,0.000000,0.000000,-0.468823
48.920338,-0.107403,-0.063576,0.470776,-0.995398,0.414319,0.000000,0.000000,-0.469814
48.940204,-0.105461,-0.063552,0.470093,-0.994787,0.414067,0.000000,0.000000,-0.470631
48.960203,-0.103052,-0.063612,0.469997,-0.994655,0.413815,0.000000,0.000000,-0.471381
48.980235,-0.099948,-0.063636,0.469901,-0.994811,0.413420,0.000000,0.000000,-0.472412
49.000148,-0.096509,-0.063684,0.468643,-0.994966,0.412857,0.000000,0.000000,-0.473203
49.020092,-0.092926,-0.063672,0.464557,-0.994954,0.412797,0.000000,0.000000,-0.474073
49.040148,-0.089750,-0.063768,0.457965,-0.994906,0.412797,0.000000,0.000000,-0.474743
49.060021,-0.087281,-0.064032,0.451554,-0.994775,0.412809,0.000000,0.000000,-0.475519
49.080043,-0.085208,-0.064283,0.448905,-0.994067,0.412797,0.000000,0.000000,-0.477033
49.100020,-0.082523,-0.064439,0.448366,-0.993241,0.412737,0.000000,0.000000,-0.478733
49.120019,-0.079743,-0.064499,0.447000,-0.992701,0.412533,0.000000,0.000000,-0.480341
49.140015,-0.077142,-0.064475,0.441715,-0.992570,0.412545,0.000000,0.000000,-0.482135
49.160017,-0.075057,-0.064499,0.432055,-0.992641,0.412545,0.000000,0.000000,-0.483983
49.180021,-0.073236,-0.064607,0.423750,-0.992677,0.412581,0.000000,0.000000,-0.485818
49.200015,-0.071174,-0.064763,0.418405,-0.992570,0.412593,0.000000,0.000000,-0.487626
49.220015,-0.069341,-0.064775,0.415745,-0.992258,0.412581,0.000000,0.000000,-0.489809
49.240269,-0.067303,-0.064811,0.415409,-0.992126,0.412581,0.000000,0.000000,-0.492326
49.260023,-0.065410,-0.064799,0.415385,-0.992042,0.412557,0.000000,0.000000,-0.495192
49.280424,-0.063157,-0.064811,0.414534,-0.991946,0.412569,0.000000,0.000000,-0.498165
49.300296,-0.060065,-0.064871,0.413719,-0.992066,0.412557,0.000000,0.000000,-0.500643
49.320149,-0.056578,-0.064943,0.414235,-0.992006,0.412581,0.000000,0.000000,-0.503589
49.340149,-0.052575,-0.065086,0.415014,-0.992030,0.412593,0.000000,0.000000,-0.506173
49.360027,-0.048620,-0.065362,0.415613,-0.991946,0.412641,0.000000,0.000000,-0.508169
49.380045,-0.045540,-0.065350,0.415948,-0.991946,0.412641,0.000000,0.000000,-0.510298
49.400043,-0.042844,-0.065410,0.416368,-0.991970,0.412653,0.000000,0.000000,-0.512387
49.420021,-0.040818,-0.065422,0.416596,-0.991934,0.412677,0.000000,0.000000,-0.514959
49.440018,-0.038457,-0.065554,0.416703,-0.992006,0.412689,0.000000,0.000000,-0.517530
49.460023,-0.036276,-0.065578,0.418585,-0.992042,0.412665,0.000000,0.000000,-0.520730
49.480024,-0.034215,-0.065530,0.420586,-0.992162,0.412689,0.000000,0.000000,-0.524494
49.500021,-0.032417,-0.065626,0.422552,-0.992234,0.412689,0.000000,0.000000,-0.528123
49.520015,-0.030787,-0.065578,0.424733,-0.992234,0.412689,0.000000,0.000000,-0.532475
49.540020,-0.028870,-0.065650,0.427453,-0.992150,0.412677,0.000000,0.000000,-0.537323
49.560027,-0.026449,-0.065710,0.431564,-0.992114,0.412689,0.000000,0.000000,-0.542613
49.580024,-0.024016,-0.065865,0.435519,-0.992066,0.412677,0.000000,0.000000,-0.548050
49.600025,-0.021703,-0.065793,0.438131,-0.992270,0.412677,0.000000,0.000000,-0.554157
49.620022,-0.019211,-0.065781,0.439294,-0.992605,0.412689,0.000000,0.000000,-0.560652
49.640021,-0.016215,-0.065710,0.439581,-0.992689,0.412725,0.000000,0.000000,-0.566839
49.660373,-0.013111,-0.065829,0.439521,-0.992653,0.412725,0.000000,0.000000,-0.573079
49.680265,-0.010258,-0.066057,0.439521,-0.992474,0.412725,0.000000,0.000000,-0.579615
49.700024,-0.007814,-0.066117,0.439545,-0.992366,0.412737,0.000000,0.000000,-0.586311
49.720061,-0.005704,-0.066225,0.439557,-0.992450,0.412737,0.000000,0.000000,-0.593154
49.740043,-0.004063,-0.066345,0.439545,-0.992546,0.412761,0.000000,0.000000,-0.599810
49.760016,-0.002613,-0.066429,0.439581,-0.992522,0.412749,0.000000,0.000000,-0.606814
49.780181,-0.001498,-0.066524,0.439773,-0.992546,0.412785,0.000000,0.000000,-0.613751
49.800138,-0.000060,-0.066644,0.440264,-0.992581,0.412845,0.000000,0.000000,-0.620139
49.820013,0.001282,-0.067052,0.441715,-0.992534,0.412881,0.000000,0.000000,-0.626500
49.840012,0.002493,-0.067291,0.445514,-0.992438,0.412881,0.000000,0.000000,-0.632459
49.860020,0.003967,-0.067675,0.453974,-0.992330,0.412833,0.000000,0.000000,-0.637990
49.880024,0.005393,-0.067903,0.463466,-0.992162,0.412821,0.000000,0.000000,-0.643748
49.900024,0.006519,-0.068178,0.473772,-0.991934,0.412785,0.000000,0.000000,-0.649708
49.920014,0.007886,-0.068598,0.481922,-0.991791,0.412797,0.000000,0.000000,-0.655721
49.940013,0.009264,-0.068957,0.488573,-0.991874,0.412821,0.000000,0.000000,-0.662149
49.960019,0.010714,-0.069592,0.498819,-0.991874,0.412797,0.000000,0.000000,-0.668858
49.980020,0.012607,-0.069904,0.508347,-0.991803,0.412797,0.000000,0.000000,-0.674630
50.000022,0.014405,-0.069976,0.516868,-0.991323,0.412785,0.000000,0.000000,-0.679893
50.020015,0.015232,-0.070323,0.517790,-0.990472,0.412833,0.000000,0.000000,-0.684634
50.040156,0.016934,-0.070683,0.518569,-0.990185,0.412845,0.000000,0.000000,-0.689040
50.060174,0.018719,-0.071210,0.518521,-0.989993,0.412845,0.000000,0.000000,-0.693740
50.080017,0.020769,-0.071558,0.518090,-0.989861,0.412833,0.000000,0.000000,-0.698535
50.100263,0.022650,-0.071893,0.517431,-0.989442,0.412833,0.000000,0.000000,-0.703891
50.120016,0.024652,-0.072289,0.516892,-0.988351,0.412845,0.000000,0.000000,-0.709623
50.140087,0.026377,-0.072660,0.516748,-0.987872,0.412833,0.000000,0.000000,-0.715449
50.160020,0.028019,-0.073140,0.516916,-0.987776,0.412845,0.000000,0.000000,-0.722533
50.180069,0.029805,-0.073883,0.516928,-0.987728,0.412833,0.000000,0.000000,-0.728332
50.200072,0.031530,-0.074889,0.517047,-0.987524,0.412845,0.000000,0.000000,-0.733796
50.220012,0.032765,-0.075752,0.517263,-0.986685,0.412845,0.000000,0.000000,-0.738322
50.240014,0.033855,-0.076483,0.517275,-0.986062,0.412845,0.000000,0.000000,-0.742567
50.260018,0.034826,-0.077071,0.517347,-0.985439,0.412857,0.000000,0.000000,-0.746866
50.280018,0.035857,-0.077502,0.517407,-0.985151,0.412857,0.000000,0.000000,-0.751259
50.300022,0.036780,-0.077993,0.517443,-0.984924,0.412857,0.000000,0.000000,-0.756120
50.320016,0.037774,-0.078401,0.517419,-0.984852,0.412857,0.000000,0.000000,-0.761289
50.340016,0.038937,-0.078976,0.517419,-0.984756,0.412833,0.000000,0.000000,-0.766271
50.360014,0.040231,-0.079563,0.517323,-0.984384,0.412857,0.000000,0.000000,-0.771012
50.380017,0.041525,-0.080103,0.517287,-0.983665,0.412857,0.000000,0.000000,-0.775806
50.400019,0.042916,-0.080630,0.517287,-0.983186,0.412845,0.000000,0.000000,-0.780252
50.420018,0.044677,-0.081313,0.517119,-0.983078,0.412857,0.000000,0.000000,-0.783921
50.440212,0.046487,-0.082224,0.517107,-0.982958,0.412845,0.000000,0.000000,-0.787551
50.460025,0.048356,-0.082943,0.517095,-0.982802,0.412845,0.000000,0.000000,-0.790738
50.480376,0.050238,-0.083710,0.517035,-0.982587,0.412857,0.000000,0.000000,-0.793939
50.500225,0.052119,-0.084441,0.516988,-0.982119,0.412857,0.000000,0.000000,-0.797595
50.520238,0.054133,-0.085016,0.516772,-0.981676,0.412845,0.000000,0.000000,-0.801706
50.540163,0.056590,-0.085436,0.516376,-0.981472,0.412833,0.000000,0.000000,-0.805938
50.560165,0.059741,-0.085615,0.516388,-0.981436,0.412845,0.000000,0.000000,-0.810116
50.580085,0.063085,-0.085951,0.516340,-0.981304,0.412833,0.000000,0.000000,-0.814736
50.600082,0.065985,-0.086550,0.516280,-0.980705,0.412845,0.000000,0.000000,-0.819772
50.620017,0.068718,-0.087197,0.516173,-0.979926,0.412833,0.000000,0.000000,-0.825222
50.640019,0.071186,-0.087748,0.515657,-0.979543,0.412833,0.000000,0.000000,-0.829869
50.660021,0.073403,-0.088192,0.514926,-0.978979,0.412821,0.000000,0.000000,-0.834288
50.680019,0.075501,-0.088504,0.514507,-0.978021,0.412809,0.000000,0.000000,-0.838440
50.700013,0.077250,-0.088983,0.514339,-0.976630,0.412797,0.000000,0.000000,-0.843047
50.719964,0.078868,-0.089534,0.514339,-0.974833,0.412773,0.000000,0.000000,-0.847305
50.740013,0.080630,-0.090157,0.514303,-0.972915,0.412797,0.000000,0.000000,-0.851417
50.760014,0.081960,-0.090565,0.514279,-0.971286,0.412797,0.000000,0.000000,-0.855354
50.780016,0.083087,-0.090948,0.514303,-0.969500,0.412797,0.000000,0.000000,-0.859532
50.800017,0.084105,-0.091368,0.514423,-0.967307,0.412821,0.000000,0.000000,-0.864058
50.820015,0.084992,-0.091907,0.514603,-0.963580,0.412797,0.000000,0.000000,-0.869054
50.840016,0.085915,-0.092398,0.514627,-0.955718,0.412797,0.000000,0.000000,-0.873727
50.860248,0.086814,-0.092854,0.514543,-0.949402,0.412809,0.000000,0.000000,-0.878468
50.880197,0.087880,-0.093441,0.514579,-0.948515,0.412821,0.000000,0.000000,-0.883276
50.900128,0.088983,-0.093860,0.514591,-0.943578,0.412821,0.000000,0.000000,-0.888418
50.920100,0.090529,-0.094112,0.514627,-0.939599,0.412809,0.000000,0.000000,-0.892222
50.940128,0.092171,-0.094208,0.514615,-0.936891,0.412821,0.000000,0.000000,-0.894940
50.960041,0.093405,-0.094208,0.514567,-0.935069,0.412821,0.000000,0.000000,-0.896909
50.980022,0.094556,-0.094172,0.514615,-0.933775,0.412809,0.000000,0.000000,-0.898355
51.000021,0.095538,-0.094148,0.514603,-0.932708,0.412809,0.000000,0.000000,-0.899185
51.020017,0.096413,-0.094100,0.514543,-0.931126,0.412797,0.000000,0.000000,-0.899788
51.040015,0.097168,-0.094040,0.514531,-0.929688,0.412821,0.000000,0.000000,-0.900056
51.060026,0.097923,-0.094040,0.514531,-0.928801,0.412821,0.000000,0.000000,-0.900096
51.080023,0.098762,-0.094052,0.514531,-0.927519,0.412809,0.000000,0.000000,-0.900056
51.100018,0.099529,-0.093932,0.514555,-0.924727,0.412797,0.000000,0.000000,-0.899895
51.120020,0.099912,-0.093705,0.514567,-0.916422,0.412797,0.000000,0.000000,-0.899614
51.140014,0.100176,-0.093453,0.514567,-0.910849,0.412737,0.000000,0.000000,-0.899547
51.160021,0.099793,-0.093249,0.514591,-0.907398,0.412737,0.000000,0.000000,-0.899547
51.180018,0.099697,-0.092926,0.514591,-0.904102,0.412737,0.000000,0.000000,-0.899560
51.200017,0.099912,-0.092482,0.514591,-0.900950,0.412737,0.000000,0.000000,-0.899560
51.220015,0.099912,-0.091763,0.514495,-0.899644,0.412677,0.000000,0.000000,-0.899547
51.240079,0.099733,-0.090697,0.513967,-0.899536,0.412605,0.000000,0.000000,-0.899025
51.260137,0.099589,-0.089906,0.513656,-0.899560,0.412545,0.000000,0.000000,-0.898703
51.280218,0.099529,-0.089438,0.513476,-0.899668,0.412533,0.000000,0.000000,-0.898918
51.300109,0.099529,-0.089103,0.513141,-0.900279,0.412509,0.000000,0.000000,-0.898971
51.320121,0.099469,-0.088743,0.513045,-0.900986,0.412509,0.000000,0.000000,-0.898998
51.340017,0.099433,-0.088276,0.512781,-0.901118,0.412509,0.000000,0.000000,-0.898998
51.360015,0.099385,-0.087844,0.511643,-0.901274,0.412533,0.000000,0.000000,-0.899922
51.380016,0.099433,-0.087269,0.510001,-0.901429,0.412533,0.000000,0.000000,-0.901060
51.400018,0.099445,-0.086574,0.508874,-0.901681,0.412545,0.000000,0.000000,-0.902333
51.420014,0.099433,-0.086131,0.508599,-0.901933,0.412521,0.000000,0.000000,-0.904127
51.440012,0.099553,-0.085903,0.508179,-0.902172,0.412533,0.000000,0.000000,-0.906524
51.460017,0.100272,-0.085567,0.506453,-0.902280,0.412521,0.000000,0.000000,-0.908533
51.480017,0.101279,-0.085232,0.503877,-0.902340,0.412557,0.000000,0.000000,-0.910073
51.500013,0.102285,-0.084980,0.501564,-0.903886,0.412557,0.000000,0.000000,-0.911988
51.520013,0.103448,-0.084848,0.498196,-0.906223,0.412545,0.000000,0.000000,-0.913917
51.540015,0.104682,-0.084740,0.495248,-0.908296,0.412569,0.000000,0.000000,-0.916287
51.560016,0.105677,-0.084776,0.493834,-0.909926,0.412557,0.000000,0.000000,-0.918898
51.580020,0.106648,-0.084836,0.493870,-0.910573,0.412545,0.000000,0.000000,-0.921711
51.600015,0.107247,-0.084752,0.493942,-0.910537,0.412545,0.000000,0.000000,-0.924443
51.620251,0.107978,-0.084477,0.494050,-0.910370,0.412545,0.000000,0.000000,-0.926558
51.640131,0.108481,-0.084393,0.494241,-0.910190,0.412569,0.000000,0.000000,-0.928674
51.660399,0.108841,-0.084477,0.494313,-0.910034,0.412593,0.000000,0.000000,-0.930643
51.680276,0.108937,-0.084489,0.494313,-0.909818,0.412593,0.000000,0.000000,-0.932384
51.700125,0.108973,-0.084453,0.494301,-0.909687,0.412605,0.000000,0.000000,-0.933964
51.720060,0.109116,-0.084381,0.494205,-0.909627,0.412593,0.000000,0.000000,-0.935424
51.740031,0.109200,-0.084417,0.494229,-0.909459,0.412617,0.000000,0.000000,-0.936696
51.760032,0.109188,-0.084429,0.494361,-0.908872,0.412593,0.000000,0.000000,-0.938062
51.780123,0.109128,-0.084453,0.494517,-0.908332,0.412629,0.000000,0.000000,-0.939629
51.800029,0.109248,-0.084441,0.494517,-0.908284,0.412617,0.000000,0.000000,-0.941290
51.820029,0.109392,-0.084429,0.494529,-0.908332,0.412629,0.000000,0.000000,-0.942897
51.840017,0.109572,-0.084441,0.494553,-0.908332,0.412617,0.000000,0.000000,-0.944209
51.860020,0.109835,-0.084501,0.494733,-0.908248,0.412617,0.000000,0.000000,-0.945521
51.880021,0.110255,-0.084573,0.495056,-0.908153,0.412617,0.000000,0.000000,-0.947169
51.900019,0.111345,-0.084453,0.495212,-0.908260,0.412629,0.000000,0.000000,-0.948923
51.920017,0.112472,-0.084489,0.495236,-0.908452,0.412617,0.000000,0.000000,-0.950249
51.940274,0.113203,-0.084561,0.495068,-0.908428,0.412617,0.000000,0.000000,-0.951267
51.960032,0.114018,-0.084573,0.495044,-0.908260,0.412617,0.000000,0.000000,-0.952298
51.980374,0.114821,-0.084501,0.495116,-0.908117,0.412617,0.000000,0.000000,-0.953074
52.000285,0.115384,-0.084477,0.495104,-0.908081,0.412617,0.000000,0.000000,-0.953637
52.020271,0.115816,-0.084477,0.495080,-0.908033,0.412629,0.000000,0.000000,-0.954119
52.040017,0.116259,-0.084489,0.495176,-0.907913,0.412629,0.000000,0.000000,-0.954655
52.060065,0.116810,-0.084489,0.495236,-0.907877,0.412617,0.000000,0.000000,-0.955284
52.080131,0.117194,-0.084501,0.495200,-0.907877,0.412617,0.000000,0.000000,-0.955994
52.100016,0.117589,-0.084537,0.495212,-0.907805,0.412617,0.000000,0.000000,-0.956489
52.120154,0.117913,-0.084501,0.495212,-0.907709,0.412629,0.000000,0.000000,-0.956851
52.140030,0.118105,-0.084501,0.495212,-0.907625,0.412617,0.000000,0.000000,-0.957306
52.160017,0.118212,-0.084513,0.495224,-0.907470,0.412629,0.000000,0.000000,-0.957976
52.180033,0.118320,-0.084489,0.495200,-0.907338,0.412617,0.000000,0.000000,-0.958619
52.200012,0.118788,-0.084501,0.495140,-0.907362,0.412617,0.000000,0.000000,-0.958726
52.220011,0.119423,-0.084561,0.495092,-0.907314,0.412617,0.000000,0.000000,-0.958940
52.240011,0.119938,-0.084657,0.495008,-0.907350,0.412593,0.000000,0.000000,-0.959636
52.260016,0.120166,-0.084621,0.494913,-0.907362,0.412605,0.000000,0.000000,-0.960507
52.281406,0.120202,-0.084621,0.494889,-0.907398,0.412617,0.000000,0.000000,-0.961136
52.300017,0.120322,-0.084621,0.494829,-0.907422,0.412593,0.000000,0.000000,-0.961203
52.320014,0.120429,-0.084633,0.494793,-0.907374,0.412593,0.000000,0.000000,-0.961177
52.340014,0.120441,-0.084609,0.494817,-0.907350,0.412593,0.000000,0.000000,-0.961458
52.360281,0.120453,-0.084597,0.494793,-0.907254,0.412593,0.000000,0.000000,-0.961632
52.380256,0.120453,-0.084573,0.494829,-0.907242,0.412593,0.000000,0.000000,-0.961458
52.400039,0.120465,-0.084621,0.494817,-0.907242,0.412593,0.000000,0.000000,-0.961377
52.420071,0.120513,-0.084561,0.494793,-0.907158,0.412593,0.000000,0.000000,-0.961351
52.440015,0.120489,-0.084573,0.494757,-0.907050,0.412593,0.000000,0.000000,-0.961377
52.460025,0.120537,-0.084573,0.494709,-0.906990,0.412593,0.000000,0.000000,-0.961297
52.480038,0.120429,-0.084549,0.494733,-0.906978,0.412569,0.000000,0.000000,-0.961016
52.500017,0.120238,-0.084501,0.494709,-0.906918,0.412581,0.000000,0.000000,-0.960721
52.520017,0.120070,-0.084537,0.494709,-0.906834,0.412569,0.000000,0.000000,-0.960748
52.540015,0.119854,-0.084573,0.494721,-0.906750,0.412581,0.000000,0.000000,-0.960694
52.560020,0.119710,-0.084621,0.494709,-0.906655,0.412569,0.000000,0.000000,-0.960668
52.580020,0.119615,-0.084585,0.494685,-0.906595,0.412581,0.000000,0.000000,-0.960641
52.600016,0.119567,-0.084489,0.494637,-0.906595,0.412557,0.000000,0.000000,-0.960627
52.620015,0.119459,-0.084501,0.494457,-0.906487,0.412521,0.000000,0.000000,-0.960587
52.640017,0.119231,-0.084477,0.494253,-0.906223,0.412449,0.000000,0.000000,-0.960561
52.660021,0.118848,-0.084441,0.494170,-0.905492,0.412425,0.000000,0.000000,-0.960561
52.680021,0.118296,-0.084333,0.494193,-0.904449,0.412425,0.000000,0.000000,-0.960279
52.700225,0.117757,-0.084009,0.494217,-0.903359,0.412425,0.000000,0.000000,-0.960025
52.720257,0.116774,-0.083374,0.494337,-0.902544,0.412413,0.000000,0.000000,-0.959543
52.740018,0.116007,-0.082823,0.494373,-0.901897,0.412413,0.000000,0.000000,-0.958605
52.760417,0.115120,-0.082392,0.494553,-0.900806,0.412389,0.000000,0.000000,-0.957480
52.780020,0.114210,-0.082032,0.494649,-0.899872,0.412389,0.000000,0.000000,-0.956570
52.800281,0.113287,-0.081828,0.494637,-0.899105,0.412365,0.000000,0.000000,-0.955271
52.820193,0.112196,-0.081553,0.494589,-0.898122,0.412353,0.000000,0.000000,-0.953704
52.840195,0.110842,-0.081109,0.494577,-0.896875,0.412269,0.000000,0.000000,-0.951990
52.860019,0.109356,-0.080282,0.494577,-0.895437,0.412149,0.000000,0.000000,-0.950276
52.880172,0.107894,-0.079683,0.494529,-0.894419,0.411922,0.000000,0.000000,-0.948575
52.900019,0.106396,-0.079084,0.494433,-0.893484,0.410987,0.000000,0.000000,-0.946753
52.920016,0.105198,-0.078425,0.494397,-0.892597,0.410472,0.000000,0.000000,-0.944946
52.940013,0.104179,-0.077790,0.494349,-0.891483,0.410460,0.000000,0.000000,-0.942897
52.960016,0.103208,-0.077286,0.494337,-0.889817,0.410448,0.000000,0.000000,-0.940740
52.980019,0.102297,-0.076687,0.494325,-0.887564,0.410448,0.000000,0.000000,-0.938357
53.000014,0.101363,-0.076004,0.494361,-0.884280,0.410388,0.000000,0.000000,-0.935933
53.020016,0.099948,-0.075237,0.494373,-0.878947,0.410364,0.000000,0.000000,-0.933000
53.040015,0.097899,-0.074230,0.494289,-0.868653,0.410244,0.000000,0.000000,-0.929719
53.060018,0.095814,-0.073092,0.493990,-0.867610,0.410112,0.000000,0.000000,-0.926250
53.080018,0.093681,-0.071678,0.493379,-0.861881,0.410088,0.000000,0.000000,-0.922541
53.100015,0.091200,-0.070228,0.492971,-0.857759,0.410064,0.000000,0.000000,-0.918872
53.120013,0.087892,-0.068789,0.492959,-0.855362,0.410064,0.000000,0.000000,-0.914948
53.140021,0.084189,-0.067196,0.492935,-0.854763,0.410040,0.000000,0.000000,-0.910261
53.160278,0.080426,-0.065542,0.492791,-0.854775,0.410052,0.000000,0.000000,-0.905734
53.180349,0.077083,-0.063912,0.492000,-0.854835,0.409968,0.000000,0.000000,-0.901127
53.200087,0.073967,-0.062222,0.489520,-0.854811,0.409896,0.000000,0.000000,-0.897003
53.220208,0.071019,-0.060173,0.482329,-0.854835,0.409896,0.000000,0.000000,-0.892222
53.240019,0.068226,-0.058135,0.470177,-0.854811,0.409944,0.000000,0.000000,-0.887441
53.260123,0.065266,-0.056098,0.462507,-0.854667,0.409992,0.000000,0.000000,-0.883477
53.280171,0.062366,-0.053510,0.455628,-0.854248,0.409980,0.000000,0.000000,-0.879553
53.300054,0.059430,-0.049830,0.450787,-0.853648,0.409920,0.000000,0.000000,-0.875335
53.320015,0.056985,-0.046523,0.448725,-0.853349,0.409884,0.000000,0.000000,-0.871183
53.340030,0.054133,-0.043730,0.447563,-0.853229,0.409729,0.000000,0.000000,-0.866549
53.360018,0.051041,-0.041465,0.443512,-0.853205,0.409645,0.000000,0.000000,-0.861929
53.380068,0.047709,-0.039680,0.435339,-0.853169,0.409681,0.000000,0.000000,-0.856639
53.400016,0.043982,-0.038505,0.428604,-0.853169,0.409729,0.000000,0.000000,-0.851350
53.420010,0.039919,-0.037630,0.425716,-0.853085,0.409717,0.000000,0.000000,-0.846020
53.440010,0.035845,-0.036684,0.425392,-0.852941,0.409645,0.000000,0.000000,-0.840234
53.460014,0.031770,-0.035353,0.425320,-0.852486,0.409333,0.000000,0.000000,-0.834248
53.480015,0.028451,-0.033915,0.424110,-0.851815,0.408986,0.000000,0.000000,-0.828543
53.500019,0.025239,-0.032465,0.421461,-0.850844,0.408974,0.000000,0.000000,-0.823535
53.520017,0.022339,-0.030967,0.417506,-0.849286,0.408974,0.000000,0.000000,-0.818486
53.540017,0.019079,-0.029301,0.414211,-0.846014,0.408974,0.000000,0.000000,-0.813424
53.560018,0.015807,-0.027552,0.413372,-0.840082,0.408926,0.000000,0.000000,-0.808094
53.580346,0.011960,-0.025946,0.413516,-0.830746,0.408327,0.000000,0.000000,-0.802242
53.600377,0.007646,-0.024640,0.413144,-0.827762,0.408051,0.000000,0.000000,-0.795412
53.620029,0.003296,-0.023249,0.410975,-0.822861,0.407979,0.000000,0.000000,-0.788301
53.640028,-0.001762,-0.021596,0.405858,-0.818427,0.407979,0.000000,0.000000,-0.781029
53.660021,-0.007310,-0.019834,0.397720,-0.814795,0.407991,0.000000,0.000000,-0.773944
53.680019,-0.012020,-0.017797,0.388912,-0.812315,0.408015,0.000000,0.000000,-0.767704
53.700013,-0.014980,-0.015699,0.381913,-0.811056,0.408039,0.000000,0.000000,-0.761490
53.720013,-0.017377,-0.013638,0.376904,-0.809726,0.408039,0.000000,0.000000,-0.755115
53.739986,-0.019930,-0.011433,0.373668,-0.807881,0.408015,0.000000,0.000000,-0.747964
53.760018,-0.023166,-0.008952,0.371463,-0.804513,0.408003,0.000000,0.000000,-0.739983
53.780019,-0.027132,-0.006483,0.369030,-0.796040,0.407943,0.000000,0.000000,-0.731546
53.800018,-0.031602,-0.004410,0.363865,-0.790456,0.407883,0.000000,0.000000,-0.723310
53.820013,-0.035977,-0.002912,0.355608,-0.790204,0.407883,0.000000,0.000000,-0.715649
53.840011,-0.040231,-0.001786,0.346344,-0.786189,0.407895,0.000000,0.000000,-0.708552
53.860029,-0.044917,-0.000839,0.338039,-0.781875,0.407919,0.000000,0.000000,-0.701842
53.880038,-0.048848,-0.000084,0.331136,-0.778651,0.407895,0.000000,0.000000,-0.695187
53.900015,-0.052179,0.000803,0.322915,-0.776350,0.407895,0.000000,0.000000,-0.688263
